stop_id,stop_name,city,route_type,routes_serviced,flood_risk_category,access_to_hospital_category,job_access_category,worker_vulnerability_category,latitude,longitude
0454,DNTC,hr,Bus,"['980_merged_9880518', '980_merged_9880508', '961_merged_9880526', '961_merged_9880516', '960_merged_9880525', '960_merged_9880515', '045', '044', '020', '018', '013', '011', '009', '008', '006', '004', '003', '002', '001']",2,0,2,1,36.850464,-76.283474
0404,SAINT PAULS & WOOD,hr,Bus,"['960_merged_9880525', '960_merged_9880515', '045', '008', '006']",2,0,2,1,36.850991,-76.284817
0455,BRAMBLETON & SAINT PAULS,hr,Bus,"['045', '044', '020', '011', '008', '006', '003', '002', '001']",2,0,2,1,36.853709,-76.284791
0612,BRAMBLETON & LINCOLN,hr,Bus,"['045', '044', '020', '011', '008', '006', '003', '002', '001']",2,0,2,1,36.853475,-76.282015
0613,BRAMBLETON & CHURCH,hr,Bus,"['018', '013', '009']",2,0,2,1,36.85267,-76.279497
3024,TIDEWATER & MAY,hr,Bus,['008'],2,0,2,1,36.848367,-76.276832
0604,TIDEWATER & CHARLOTTE,hr,Bus,['008'],2,0,2,1,36.847372,-76.277687
8006,HARBOR PARK STATION,hr,Tram,['800'],2,0,2,1,36.844006,-76.278042
0003,SAINT PAULS & CHARLOTTE,hr,Bus,"['961_merged_9880526', '961_merged_9880516']",2,0,2,1,36.85184,-76.28552
0006,SAINT PAULS & PLUME,hr,Bus,"['961_merged_9880526', '961_merged_9880516', '960_merged_9880525', '960_merged_9880515', '045', '008', '006']",2,0,2,1,36.846439,-76.285941
0008,WATERSIDE & COMMERCIAL,hr,Bus,"['961_merged_9880526', '961_merged_9880516', '960_merged_9880525', '960_merged_9880515', '045', '006']",2,0,2,1,36.844572,-76.289287
5636,BOUSH & BROOKE,hr,Bus,"['961_merged_9880526', '961_merged_9880516']",2,0,2,1,36.848608,-76.29251
6052,CITY HALL & BANK,hr,Bus,"['960_merged_9880525', '960_merged_9880515', '045', '006']",2,0,2,1,36.847532,-76.289507
5888,BRAMBLETON & YARMOUTH,hr,Bus,['044'],2,1,2,0,36.853881,-76.293681
6094,BANK & PLUME,hr,Bus,['008'],2,0,2,1,36.846505,-76.289381
0010,MONTICELLO & BRAMBLETON,hr,Bus,"['003', '001']",2,0,2,1,36.853162,-76.287918
0011,MONTICELLO & STARKE,hr,Bus,"['003', '001']",2,0,2,1,36.854809,-76.287066
8002_merged_9880507,YORK STREET FREEMASON STATION,hr,Tram,['800'],2,1,2,0,36.853515,-76.293636
8003,MONTICELLO,hr,Tram,['800'],2,0,2,1,36.851187,-76.288796
8004,MACARTHUR SQUARE STATION,hr,Tram,['800'],2,0,2,1,36.847201,-76.290229
8005,CIVIC PLAZA STATION,hr,Tram,['800'],2,0,2,1,36.845937,-76.286011
8002_merged_9880496,YORK STREET FREEMASON STATION,hr,Tram,['800'],2,1,2,0,36.853569,-76.293885
F001,FERRY STOP - WATERSIDE,hr,Ferry,['090'],2,0,2,1,36.843292,-76.290922
5607,VIRGINIA BEACH & BOUSH,hr,Bus,"['011', '002']",2,1,2,1,36.857746,-76.288728
5605,VIRGINIA BEACH & GRANBY,hr,Bus,"['011', '002']",2,1,2,1,36.857576,-76.289696
1720,BART & COURT,hr,Bus,['980_merged_9880518'],2,1,2,2,36.831797,-76.30161
1550,COUNTY & COURT,hr,Bus,"['980_merged_9880518', '980_merged_9880508', '045', '050', '047', '043', '041']",2,1,2,2,36.8339,-76.299099
1551,PORT CENTRE & BART,hr,Bus,"['980_merged_9880518', '980_merged_9880508', '045', '041']",2,1,2,2,36.83128,-76.300825
5537,BART & COURT,hr,Bus,"['980_merged_9880508', '045']",2,1,2,2,36.831868,-76.299974
5548,COUNTY & DINWIDDIE,hr,Bus,"['045', '050']",2,2,2,2,36.833772,-76.302534
5554,COUNTY & GREEN,hr,Bus,"['045', '050']",2,2,2,2,36.833738,-76.305165
5553,COUNTY & WASHINGTON,hr,Bus,"['045', '050']",2,2,2,2,36.833681,-76.304082
5549,COUNTY & DINWIDDIE,hr,Bus,"['045', '050']",2,2,2,2,36.833713,-76.302597
1636,EFFINGHAM & COUNTY,hr,Bus,['045'],2,2,2,2,36.833168,-76.306665
1715,HIGH & COURT,hr,Bus,"['047', '043']",2,2,2,2,36.835444,-76.301227
1716,HIGH & WASHINGTON,hr,Bus,"['047', '043']",2,2,2,2,36.835373,-76.304342
1687,HIGH & EFFINGHAM,hr,Bus,['047'],2,2,2,2,36.835267,-76.307333
1690,HIGH & CHESTNUT,hr,Bus,['047'],2,2,2,2,36.835087,-76.308031
1685,HIGH & WASHINGTON,hr,Bus,"['047', '043']",2,2,2,2,36.835194,-76.303472
1692,HIGH & DINWIDDIE,hr,Bus,"['047', '043']",2,2,2,2,36.835221,-76.302038
1587,HIGH & CRAWFORD,hr,Bus,"['047', '043']",2,2,2,2,36.835306,-76.299245
5546,CRAWFORD & EFFINGHAM,hr,Bus,['043'],2,2,2,2,36.841248,-76.306906
5547,EFFINGHAM & NORTH,hr,Bus,['043'],2,2,2,2,36.83909,-76.306893
5202,EFFINGHAM & QUEEN,hr,Bus,['043'],2,2,2,2,36.835895,-76.30687
5542,EFFINGHAM & FIREHOUSE,hr,Bus,['043'],2,2,2,2,36.837745,-76.306899
F002,FERRY STOP - HIGH ST,hr,Ferry,['090'],2,1,2,1,36.835202,-76.296357
F003,FERRY STOP - NORTH LANDING,hr,Ferry,['090'],2,1,2,2,36.838848,-76.296165
5544,CRAWFORD & EFFINGHAM,hr,Bus,['043'],2,2,2,2,36.841229,-76.306318
5697,VICTORY CROSSING,hr,Bus,"['980_merged_9880518', '980_merged_9880508', '045', '044', '050', '041', '057']",1,0,1,1,36.809444,-76.352698
1570_merged_9880499,MISSY ELLIOTT & BELMONT,hr,Bus,"['045', '044', '057']",1,0,1,1,36.811638,-76.352758
1588,CAVALIER & MCLEAN,hr,Bus,"['045', '044', '050', '041', '057']",1,0,1,1,36.809905,-76.351453
1752_merged_9880498,MISSY ELLIOTT & COLLEGE,hr,Bus,"['045', '044', '050', '041', '057']",1,0,1,1,36.807231,-76.34824
1753_merged_9880497,MISSY ELLIOTT & GREENWOOD,hr,Bus,"['045', '044', '050', '041', '057']",1,0,1,1,36.805212,-76.345981
1914_merged_9880504,MISSY ELLIOTT & BELMONT,hr,Bus,"['045', '044', '057']",1,0,1,1,36.811508,-76.352602
1615_merged_9880500,MISSY ELLIOTT & COURT,hr,Bus,"['045', '044', '057']",1,0,1,1,36.814112,-76.354969
1570_merged_9880488,MCLEAN & BELMONT,hr,Bus,"['045', '044', '057']",1,0,1,1,36.811638,-76.352758
1752_merged_9880487,MCLEAN & COLLEGE,hr,Bus,"['045', '044', '050', '041', '057']",1,0,1,1,36.807231,-76.34824
1753_merged_9880486,MCLEAN & GREENWOOD,hr,Bus,"['045', '044', '050', '041', '057']",1,0,1,1,36.805212,-76.345981
1914_merged_9880493,MCLEAN & BELMONT,hr,Bus,"['045', '044', '057']",1,0,1,1,36.811508,-76.352602
1615_merged_9880489,MCLEAN & COURT,hr,Bus,"['045', '044', '057']",1,0,1,1,36.814112,-76.354969
9424,GREENWOOD & NORMANDY,hr,Bus,"['045', '044', '050', '041']",1,0,1,2,36.801143,-76.351442
1569,VICTORY & FREEDOM,hr,Bus,"['045', '044', '050']",1,0,1,2,36.80514,-76.354306
5732_merged_9880503,MISSY ELLIOTT & COLLEGE,hr,Bus,"['050', '041', '057']",1,0,1,1,36.807388,-76.348192
5732_merged_9880492,MCLEAN & COLLEGE,hr,Bus,"['050', '041', '057']",1,0,1,1,36.807388,-76.348192
1742,DEEP CREEK & BENTON,hr,Bus,['050'],1,0,0,2,36.809601,-76.328873
1743,GREENWOOD & MAUPIN,hr,Bus,['050'],1,0,1,2,36.806516,-76.331457
5972,GREENWOOD & INDEPENDENCE,hr,Bus,['050'],1,0,0,2,36.806338,-76.335845
1744,GREENWOOD & PARADISE,hr,Bus,['050'],1,0,1,1,36.805837,-76.343694
1758,DEEP CREEK & DEKALB,hr,Bus,['050'],1,0,0,2,36.808889,-76.329037
1741,DEEP CREEK & CHARLES,hr,Bus,['050'],1,0,0,2,36.811272,-76.327673
1754,GREENWOOD & PARADISE,hr,Bus,['050'],2,0,1,1,36.805448,-76.34428
1755,GREENWOOD & INDEPENDENCE,hr,Bus,['050'],2,0,0,2,36.806154,-76.335686
1756,GREENWOOD & MAUPIN,hr,Bus,['050'],2,0,1,2,36.806398,-76.331919
3117,VICTORY & BEECHDALE,hr,Bus,"['041', '057']",2,0,1,2,36.795859,-76.339452
1575,VICTORY & DEEP CREEK,hr,Bus,"['041', '057']",2,0,1,2,36.795967,-76.33541
3127,VICTORY & KENT,hr,Bus,"['041', '057']",2,0,0,2,36.796038,-76.341168
5731,GREENWOOD & NORMANDY,hr,Bus,"['041', '057']",2,0,1,2,36.800996,-76.351202
2493,GUST & BUNCHE,hr,Bus,['041'],2,0,0,2,36.79706,-76.349753
2445,GUST & MARCY,hr,Bus,['041'],2,0,0,1,36.795186,-76.347214
1728,JOLLIFF LANDING & PORTSMOUTH,hr,Bus,"['980_merged_9880518', '980_merged_9880508']",1,0,0,1,36.815348,-76.448865
1904,AIRLINE & QUAILSHIRE,hr,Bus,['057'],1,0,0,0,36.793775,-76.401154
1923,AIRLINE & BROOKESHIRE,hr,Bus,['057'],1,0,0,0,36.796631,-76.397723
1905,AIRLINE & MAPLEFIELD,hr,Bus,['057'],1,0,0,0,36.797367,-76.396419
1924,AIRLINE & AHOY,hr,Bus,['057'],1,0,0,1,36.799544,-76.392762
1922,SUNKIST & AIRLINE,hr,Bus,['057'],1,0,0,0,36.792901,-76.402022
1920,AIRLINE & AHOY,hr,Bus,['057'],1,0,0,1,36.799902,-76.392459
1921,AIRLINE & HOLLEY COVE,hr,Bus,['057'],1,0,0,0,36.797345,-76.396784
5735,AIRLINE & PIERCE,hr,Bus,['057'],1,0,0,0,36.794814,-76.400366
1796,NORTHGATE COMMERCE & INDUSTRIAL,hr,Bus,"['980_merged_9880518', '980_merged_9880508']",1,0,0,1,36.809747,-76.475228
5402,RIVER ROAD,hr,Bus,"['961_merged_9880526', '961_merged_9880516', '972_merged_9880520', '972_merged_9880510', '967_merged_9880524', '967_merged_9880514', '921', '430', '405', '403', '121']",1,0,2,1,37.00354,-76.443912
5627,NORTH GATE GRUMMAN SHELTER,hr,Bus,"['961_merged_9880526', '961_merged_9880516', '972_merged_9880520', '972_merged_9880510', '967_merged_9880524', '967_merged_9880514', '921', '430', '405', '403', '121', '966_merged_9880523', '966_merged_9880513', '964', '414', '064']",1,0,2,1,37.001926,-76.443102
2795,WASHINGTON & 49TH,hr,Bus,"['961_merged_9880526', '961_merged_9880516', '972_merged_9880520', '972_merged_9880510', '967_merged_9880524', '967_merged_9880514', '921', '430', '405', '403', '121', '966_merged_9880523', '966_merged_9880513', '964', '414', '064', '415', '112', '107', '106']",1,0,2,1,36.993138,-76.439984
2797,WASHINGTON & 46TH,hr,Bus,"['961_merged_9880526', '961_merged_9880516', '972_merged_9880520', '972_merged_9880510', '967_merged_9880524', '967_merged_9880514', '921', '430', '405', '403', '121', '966_merged_9880523', '966_merged_9880513', '964', '414', '064', '415', '107', '106']",1,0,2,1,36.991283,-76.438804
2799,WASHINGTON & 41ST,hr,Bus,"['961_merged_9880526', '961_merged_9880516', '972_merged_9880520', '972_merged_9880510', '967_merged_9880524', '967_merged_9880514', '921', '430', '405', '403', '121', '966_merged_9880523', '966_merged_9880513', '964', '414', '064', '415', '107', '106']",1,0,2,1,36.988091,-76.436846
2608,WASHINGTON & 42ND,hr,Bus,"['961_merged_9880526', '961_merged_9880516', '430', '405', '403', '964', '064', '415', '107', '106', '103']",1,0,2,1,36.988569,-76.436943
2610,WASHINGTON & 46TH,hr,Bus,"['961_merged_9880526', '961_merged_9880516', '430', '405', '403', '964', '064', '415', '107', '106', '103']",1,0,2,1,36.991097,-76.43852
2611,WASHINGTON & 49TH,hr,Bus,"['961_merged_9880526', '961_merged_9880516', '430', '405', '403', '964', '064', '415', '107', '106', '103']",1,0,2,1,36.992728,-76.439553
2613,WARWICK & 51ST,hr,Bus,"['967_merged_9880524', '967_merged_9880514', '405', '403', '415', '107', '106']",1,0,2,1,36.995724,-76.436585
2101,75TH & RIVER,hr,Bus,"['430', '964', '064', '114']",1,0,2,1,37.013167,-76.451403
5923,NGGRUM WALK IN GATE,hr,Bus,"['430', '405']",1,0,0,1,37.003563,-76.444492
2794,50TH & HUNTINGTON,hr,Bus,"['430', '403', '414', '415', '107', '106']",1,0,2,1,36.994244,-76.439155
2612,49TH & HUNTINGTON,hr,Bus,"['405', '107', '106']",1,0,2,1,36.993982,-76.437559
2617,WARWICK & 60TH,hr,Bus,"['403', '415', '107', '106']",1,0,2,1,37.001586,-76.440171
2619,WARWICK & 66TH,hr,Bus,"['403', '107', '106']",1,0,2,1,37.00606,-76.442971
3368,HUNTINGTON PARK PNR,hr,Bus,"['964', '064']",1,0,2,1,37.01638,-76.453151
2500,WASHINGTON & 37TH,hr,Bus,"['415', '107', '106', '105']",1,0,2,1,36.985595,-76.435305
2089,WARWICK & 75TH,hr,Bus,"['107', '106', '114']",1,0,2,1,37.014571,-76.448626
2103,WARWICK & REBEL,hr,Bus,"['107', '106', '114']",1,0,2,1,37.015548,-76.448842
2615,WARWICK & 55TH,hr,Bus,"['107', '106']",1,0,2,1,36.998744,-76.438429
2618,WARWICK & 63RD,hr,Bus,"['107', '106']",1,0,2,1,37.003455,-76.441347
2621,WARWICK & 71ST,hr,Bus,"['107', '106']",1,0,2,1,37.011137,-76.446139
2622,WARWICK & 73RD,hr,Bus,"['107', '106']",1,0,2,1,37.012989,-76.447291
2623,WARWICK & UNION,hr,Bus,"['107', '106']",1,0,2,1,37.019907,-76.451543
2624,WARWICK & LAFAYETTE,hr,Bus,"['107', '106']",1,0,2,1,37.022006,-76.452858
2782,WARWICK & SOUTH,hr,Bus,"['107', '106']",1,0,2,1,37.023176,-76.453883
2784,WARWICK & HORNET,hr,Bus,"['107', '106']",1,0,2,1,37.018535,-76.451077
2785,WARWICK & 72ND,hr,Bus,"['107', '106']",1,0,2,1,37.011848,-76.44692
2787,HUNTINGTON & 68TH,hr,Bus,"['107', '106']",1,0,2,1,37.006559,-76.445668
2789,HUNTINGTON & 64TH,hr,Bus,"['107', '106']",1,0,2,1,37.003697,-76.443517
2791,HUNTINGTON & 59TH,hr,Bus,"['107', '106']",1,0,2,1,37.000247,-76.441993
2792,HUNTINGTON & 56TH,hr,Bus,"['107', '106']",1,0,2,1,36.998018,-76.440751
2090,73RD & WARWICK,hr,Bus,['114'],1,0,2,1,37.012459,-76.44786
2100,73RD & BELVEDERE,hr,Bus,['114'],1,0,2,1,37.011862,-76.449487
2102,75TH & WARWICK,hr,Bus,['114'],1,0,2,1,37.014148,-76.44892
2000,NEWPORT NEWS TRANSIT CENTER,hr,Bus,"['961_merged_9880526', '961_merged_9880516', '967_merged_9880524', '967_merged_9880514', '430', '405', '403', '964', '414', '064', '415', '112', '107', '106', '105', '104', '103', '101']",2,0,2,1,36.983556,-76.434228
2179,WASHINGTON & 34TH,hr,Bus,"['972_merged_9880520', '972_merged_9880510', '921', '121', '966_merged_9880523', '966_merged_9880513']",2,0,2,1,36.983824,-76.434184
2176,26TH & WASHINGTON,hr,Bus,"['403', '964', '064', '112', '105', '104', '101']",2,0,2,1,36.978482,-76.430598
2558,WASHINGTON & 37TH,hr,Bus,"['403', '415', '107', '106', '105', '103']",2,0,2,1,36.985368,-76.434982
2001,WASHINGTON & 29TH,hr,Bus,"['403', '112', '105', '104', '103', '101']",2,0,2,1,36.980415,-76.432096
2002,WASHINGTON & 26TH,hr,Bus,"['403', '112', '105', '104', '101']",2,0,2,1,36.978567,-76.430913
2003,25TH & HUNTINGTON,hr,Bus,"['403', '112', '105', '104', '101']",2,0,2,1,36.978036,-76.429436
2600,IVY & 6TH,hr,Bus,"['964', '064', '112']",2,0,0,2,36.970788,-76.409324
2602,IVY & 12TH,hr,Bus,"['964', '064', '112']",2,0,0,2,36.973615,-76.412436
2604,IVY & 16TH,hr,Bus,"['964', '064', '112']",2,0,0,2,36.975751,-76.414745
2177,WASHINGTON & 29TH,hr,Bus,"['964', '064', '112', '105', '104', '103', '101']",2,0,2,1,36.98001,-76.431684
2178,WASHINGTON & 32ND,hr,Bus,"['964', '064', '112', '105', '104', '103', '101']",2,0,2,1,36.982067,-76.432942
2502,JEFFERSON & 25TH,hr,Bus,"['112', '105']",2,1,2,2,36.980856,-76.420829
2800,JEFFERSON & 20TH,hr,Bus,['112'],2,0,0,2,36.977645,-76.41887
2802,JEFFERSON & 16TH,hr,Bus,['112'],2,0,0,2,36.975111,-76.417335
2804,JEFFERSON & 12TH,hr,Bus,['112'],2,0,0,2,36.972515,-76.415737
2806,JEFFERSON & 6TH,hr,Bus,['112'],2,0,0,1,36.969774,-76.413938
2808,6TH & AQUA VISTA,hr,Bus,['112'],2,0,0,1,36.969466,-76.410455
2601,IVY & 9TH,hr,Bus,['112'],2,0,0,1,36.972086,-76.410763
2300,28TH & HUNTINGTON,hr,Bus,['103'],2,0,2,1,36.980258,-76.429965
2047,HAMPTON TRANSIT CENTER,hr,Bus,"['961_merged_9880526', '961_merged_9880516', '403', '103', '101', '114', '120', '118', '117', '115', '110', '109', '102']",2,0,2,1,37.030744,-76.346812
2217,PEMBROKE & WINE,hr,Bus,"['961_merged_9880526', '961_merged_9880516', '120', '109']",2,0,2,1,37.030293,-76.344602
2091,EATON & MILL POINT,hr,Bus,"['961_merged_9880526', '961_merged_9880516', '117']",2,1,2,1,37.027208,-76.342093
2045,EATON & MILL POINT,hr,Bus,"['961_merged_9880526', '961_merged_9880516', '117']",2,1,2,1,37.027312,-76.341819
2137,KING & PEMBROKE,hr,Bus,"['403', '103', '101', '118', '117', '110']",2,0,2,1,37.028837,-76.345161
3011,LINCOLN & FRANKLIN,hr,Bus,"['403', '103', '101', '118', '110']",2,0,2,1,37.027732,-76.347519
3343,ARMISTEAD & QUEEN,hr,Bus,"['403', '103', '101', '118', '110']",2,0,2,1,37.02595,-76.349824
2259,ARMISTEAD & QUEEN,hr,Bus,"['403', '103', '101', '118', '110']",2,0,2,1,37.02662,-76.349548
3004,LINCOLN & FRANKLIN,hr,Bus,"['403', '103', '101', '118', '110']",2,0,2,1,37.027597,-76.34693
2046,KING & PEMBROKE,hr,Bus,"['403', '103', '101', '118', '117', '110']",2,0,2,1,37.029243,-76.345087
2219,PEMBROKE & CENTER,hr,Bus,"['120', '109']",2,0,2,1,37.030859,-76.341367
3812,PEMBROKE & WASHINGTON,hr,Bus,"['120', '109']",2,0,2,1,37.030792,-76.342955
2262,QUEEN & BACKRIVER,hr,Bus,['110'],2,0,2,1,37.026071,-76.356011
2265,QUEEN & PATTERSON,hr,Bus,['110'],2,0,1,1,37.026142,-76.360774
5613,PEMBROKE & WAVERLY,hr,Bus,['102'],2,0,2,1,37.029543,-76.351799
5600,PEMBROKE & BACK RIVER,hr,Bus,['102'],2,0,2,1,37.02929,-76.356171
5563,PEMBROKE & PARKDALE,hr,Bus,['102'],2,0,1,1,37.027834,-76.362116
5518,PEMBROKE & PARKDALE,hr,Bus,['102'],2,0,1,1,37.027578,-76.362221
5601,PEMBROKE & BACK RIVER,hr,Bus,['102'],2,0,2,1,37.029123,-76.356453
5612,PEMBROKE & WAVERLY,hr,Bus,['102'],2,0,2,1,37.029341,-76.352855
2261,QUEEN & STEWART,hr,Bus,['110'],1,0,2,1,37.025874,-76.353586
2141,KECOUGHTAN & LEE,hr,Bus,"['403', '101']",1,0,2,1,37.022327,-76.352548
2151,KECOUGHTAN & EAST,hr,Bus,"['403', '101']",1,0,1,2,37.008139,-76.361464
2157,KECOUGHTAN & RALEIGH,hr,Bus,"['403', '101']",1,0,0,2,37.005772,-76.372891
2040,KECOUGHTAN & CHAPEL,hr,Bus,"['403', '101']",1,0,2,1,37.023521,-76.352259
2834,SETTLERS LANDING & STEWART,hr,Bus,"['103', '118']",1,0,2,1,37.024542,-76.353903
2835,SETTLERS LANDING & BACK RIVER,hr,Bus,"['103', '118']",1,0,2,1,37.024672,-76.357018
2836,SETTLERS LANDING & LASALLE,hr,Bus,"['103', '118']",1,0,1,1,37.024895,-76.361906
2887,SETTLERS LANDING & LASALLE,hr,Bus,"['103', '118']",1,0,1,1,37.024708,-76.362549
2888,SETTLERS LANDING & BACK RIVER,hr,Bus,"['103', '118']",1,0,2,1,37.024447,-76.357048
2889,SETTLERS LANDING & STEWART,hr,Bus,"['103', '118']",1,0,2,1,37.024266,-76.353684
6057,LASALLE & AUGUSTA,hr,Bus,['103'],1,0,1,2,37.02001,-76.36359
2345,LASALLE & MOORE,hr,Bus,['103'],1,0,1,2,37.017771,-76.362212
2346,VICTORIA & HOMESTEAD,hr,Bus,['103'],1,0,1,2,37.01486,-76.364059
2347,VICTORIA & ALGONQUIN,hr,Bus,['103'],1,0,1,2,37.013565,-76.36643
2348,VICTORIA & COLONIAL,hr,Bus,['103'],1,0,1,2,37.011921,-76.369355
2349,HAMPTON ROADS & SHELL,hr,Bus,['103'],1,0,1,2,37.013974,-76.370917
2330,SHELL & RALEIGH,hr,Bus,['103'],1,0,1,2,37.012065,-76.374446
5819,HAMPTON ROADS & SHELL,hr,Bus,['103'],1,0,1,2,37.013925,-76.371027
2332,VICTORIA & ALLEGHANY,hr,Bus,['103'],1,0,1,2,37.012316,-76.368372
2333,VICTORIA & ALGONQUIN,hr,Bus,['103'],1,0,1,2,37.013444,-76.36613
2334,VICTORIA & HOMESTEAD,hr,Bus,['103'],1,0,1,2,37.014299,-76.364559
6058,LASALLE & AUGUSTA,hr,Bus,['103'],1,0,1,2,37.020286,-76.363418
2153,KECOUGHTAN & ALGONQUIN,hr,Bus,['101'],1,0,1,2,37.00787,-76.365497
2155,KECOUGHTAN & HAMPTON ROADS,hr,Bus,['101'],1,0,0,2,37.007456,-76.369697
2212,QUEEN & PATTERSON,hr,Bus,['110'],1,0,1,1,37.026034,-76.361436
2214,QUEEN & MAPLEWOOD,hr,Bus,['110'],1,0,2,1,37.026005,-76.358335
2216,QUEEN & STEWART,hr,Bus,['110'],1,0,2,1,37.025754,-76.353449
9387,SETTLERS LANDING & HAMPTON HARBOR,hr,Bus,"['961_merged_9880526', '961_merged_9880516', '117']",2,1,1,1,37.025107,-76.332772
3002,SETTLERS LANDING & HAMPTON HARBOR,hr,Bus,"['961_merged_9880526', '961_merged_9880516', '117']",2,1,2,1,37.025541,-76.333054
2226,MERCURY & WOODLAND,hr,Bus,['120'],2,0,1,2,37.027926,-76.323764
2227,WOODLAND & OLD BUCKROE,hr,Bus,['120'],2,0,1,1,37.025601,-76.324984
2231,BLACK & MCCLELLAN,hr,Bus,['117'],2,0,0,1,37.016046,-76.333339
2235,MCCLELLAN & HARRIS,hr,Bus,['117'],2,0,0,1,37.01772,-76.33232
5463,MARTIN LUTHER KING JR & SHELTER,hr,Bus,['117'],2,0,0,1,37.017101,-76.329335
0039,WARDS CORNER TRANSFER,hr,Bus,"['961_merged_9880526', '961_merged_9880516', '001', '021']",2,0,2,1,36.917757,-76.272754
0239,HAMMOND & ADMIRAL TAUSSIG,hr,Bus,"['003', '002', '021']",2,0,0,1,36.943201,-76.312152
3774,GATE 4 NAVAL STATION,hr,Bus,['003'],2,0,0,1,36.945231,-76.272542
2084,1ST VIEW & BAY,hr,Bus,['003'],2,0,0,1,36.945088,-76.27041
5920,1ST VIEW & RIDGEWELL,hr,Bus,['003'],2,0,0,1,36.946452,-76.267542
2066,1ST VIEW & BAY,hr,Bus,['003'],2,0,0,1,36.945197,-76.270407
6051,HAMPTON & TAUSSIG,hr,Bus,"['002', '021']",2,0,0,1,36.942136,-76.31906
0240,HAMPTON & B,hr,Bus,"['002', '021']",2,0,0,1,36.936992,-76.318637
0243,HAMPTON & MAPLESHADE,hr,Bus,"['002', '021']",2,0,0,2,36.930522,-76.318052
0244,HAMPTON & BEECHWOOD,hr,Bus,"['002', '021']",2,0,0,2,36.929452,-76.317979
0245,HAMPTON & GLENDALE,hr,Bus,"['002', '021']",2,0,0,2,36.927748,-76.317837
0246,HAMPTON & HELMICK,hr,Bus,"['002', '021']",2,0,0,2,36.925313,-76.317393
0248,HAMPTON & BAKER,hr,Bus,"['002', '021']",2,0,0,1,36.923785,-76.316641
0250,HAMPTON & STAFF COLLEGE,hr,Bus,"['002', '021']",2,0,1,0,36.918838,-76.311732
5145,HAMPTON & B,hr,Bus,"['002', '021']",2,0,0,1,36.938809,-76.318371
5079,HAMPTON & TAUSSIG,hr,Bus,"['002', '021']",2,0,0,1,36.941592,-76.318664
5082,B & VIRGINIA,hr,Bus,['021'],2,0,0,1,36.937312,-76.321285
8870,SECOND & A,hr,Bus,['021'],2,0,0,1,36.938322,-76.325156
8871,SECOND & ESCORT,hr,Bus,['021'],2,0,0,1,36.939719,-76.325278
5085,DECATUR & GILBERT,hr,Bus,['021'],2,0,0,1,36.946526,-76.328556
3891,VIRGINIA & GILBERT,hr,Bus,['021'],2,0,0,1,36.947393,-76.322919
5185,GILBERT & BACON,hr,Bus,['021'],2,0,0,1,36.947358,-76.317263
3892,GILBERT & GALLEY,hr,Bus,['021'],2,0,0,1,36.9475,-76.314491
8851,GILBERT & ZWIEBACK,hr,Bus,['021'],2,0,0,1,36.947692,-76.310371
3893,GILBERT & BAINBRIDGE,hr,Bus,['021'],2,0,0,1,36.947813,-76.307697
0178,GRANBY & KINGSLEY,hr,Bus,"['961_merged_9880526', '961_merged_9880516', '001']",2,2,0,0,36.897975,-76.279961
0030,GRANBY & KINGSLEY,hr,Bus,"['961_merged_9880526', '961_merged_9880516', '001']",2,2,0,0,36.897633,-76.279555
0180,GRANBY & SEVERN,hr,Bus,['001'],2,1,0,0,36.894418,-76.279333
0181,GRANBY & WILLOW WOOD,hr,Bus,['001'],2,1,1,1,36.890773,-76.279176
0027,GRANBY & WILLOW WOOD,hr,Bus,['001'],2,1,1,1,36.891013,-76.278763
0028,GRANBY & SEVERN,hr,Bus,['001'],2,1,0,0,36.894237,-76.278976
0031,GRANBY & DUMONT,hr,Bus,['001'],2,2,1,0,36.900284,-76.278722
0032,GRANBY & SIR OLIVER,hr,Bus,['001'],2,2,1,1,36.902341,-76.27782
0033,GRANBY & SEEKEL,hr,Bus,['001'],2,1,1,1,36.905483,-76.276433
0171,GRANBY & WARREN,hr,Bus,['001'],2,1,2,1,36.908965,-76.275313
0173,GRANBY & OXFORD,hr,Bus,['001'],2,1,1,1,36.905869,-76.276686
0175,GRANBY & CARLISLE,hr,Bus,['001'],2,2,1,1,36.902626,-76.278048
0177,GRANBY & WHITING,hr,Bus,['001'],2,2,1,0,36.900507,-76.278963
0189,MONTICELLO & 19TH,hr,Bus,"['961_merged_9880526', '961_merged_9880516', '003', '001']",2,0,2,1,36.86603,-76.284652
0015,MONTICELLO & 18TH,hr,Bus,"['961_merged_9880526', '961_merged_9880516', '003', '001']",2,0,2,1,36.865303,-76.284726
0722,COLONIAL & PRINCESS ANNE,hr,Bus,['011'],2,1,2,0,36.863687,-76.294024
0725,COLONIAL & WASHINGTON,hr,Bus,['011'],2,1,2,1,36.86727,-76.29254
2287,COLONIAL & 22ND,hr,Bus,['011'],2,0,2,1,36.870173,-76.291275
0444,21ST & DEBREE,hr,Bus,['004'],2,0,2,1,36.868597,-76.289971
0445,21ST & LLEWELLYN,hr,Bus,['004'],2,0,2,1,36.868192,-76.287935
0447,20TH & MONTICELLO,hr,Bus,['004'],2,0,2,1,36.86661,-76.285095
0413,20TH & GRANBY,hr,Bus,['004'],2,0,2,1,36.86679,-76.28527
0414,21ST & OMOHUNDRO,hr,Bus,['004'],2,0,2,1,36.868145,-76.28718
